junction	type	ERR2598061	ERR2598062	ERR2598063	ERR2598064	ERR2598083	ERR2598084	ERR2598085	ERR2598097	ERR2598115	ERR2598131	ERR2598132	ERR2598143	ERR2598144	ERR2598159	ERR2598160	ERR2598161	ERR2598162	ERR2598173	ERR2598174	ERR2598175	ERR2598176	ERR2598188	ERR2598189	ERR2598201	ERR2598202	ERR2598217	ERR2598218	ERR2598219	ERR2598220	ERR2598241	ERR2598242	ERR2598243	ERR2598244	ERR2598261	ERR2598275	ERR2598284	ERR2598285	ERR2598334	ERR2598344	ERR2598357	ERR2598358	ERR2598359	ERR2598142	ERR2598260	ERR2598262	ERR2598310	geneID	geneName
chr2:203367045-203376056	N_w	0	0	0	0	0	0	0	4	0	0	2	3	3	1	1	1	0	1	4	0	0	0	1	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	ENSG00000138443.15	ABI2
chr2:203367045-203380207	N_w	0	1	9	3	1	2	4	10	6	12	4	7	4	10	3	5	15	75	19	13	13	15	15	0	7	6	10	19	10	1	3	0	8	0	0	0	0	2	2	2	0	2	3	4	2	1	ENSG00000138443.15	ABI2
chr2:203376133-203380207	N_w	0	0	3	0	0	0	1	1	1	2	1	1	0	1	2	1	0	6	1	4	0	0	0	0	1	2	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203380385-203383242	N_w	0	0	0	0	0	0	0	0	1	0	1	0	0	1	5	0	0	2	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203380385-203391045	N_w	2	2	3	7	1	0	14	17	3	14	10	5	9	9	9	6	20	59	19	14	5	9	17	1	10	8	6	22	8	0	1	0	5	1	1	3	2	1	3	4	0	1	8	2	1	2	ENSG00000138443.15	ABI2
chr2:203383322-203391045	N_w	0	0	0	1	0	0	0	1	0	2	0	2	0	3	2	1	1	3	0	0	1	0	0	0	0	4	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203391144-203394699	N_w	4	5	14	8	2	1	19	14	9	13	11	9	32	18	8	6	18	103	41	32	43	24	22	2	18	10	19	22	12	2	7	5	14	3	0	1	6	6	6	8	7	3	13	3	4	8	ENSG00000138443.15	ABI2
chr2:203391144-203395655	N_w	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	3	1	0	3	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0	ENSG00000138443.15	ABI2
chr2:203394847-203395655	N_w	7	3	7	14	5	2	15	23	7	19	11	14	11	15	15	7	17	119	58	24	17	16	25	3	28	17	16	21	17	6	12	5	6	3	1	2	5	0	3	2	7	0	9	1	10	8	ENSG00000138443.15	ABI2
chr2:203394847-203395658	N_w	1	1	0	1	0	0	5	3	4	3	3	2	3	4	1	1	2	12	1	3	2	0	5	0	2	0	3	3	1	0	0	0	6	0	1	0	1	1	0	0	0	0	0	1	0	0	ENSG00000138443.15	ABI2
chr2:203394847-203402575	N_w	0	0	0	0	0	0	1	2	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203395781-203402575	N_w	3	5	6	4	1	0	22	12	7	8	6	10	7	13	5	5	10	57	25	21	22	11	22	3	15	5	7	21	20	2	6	0	17	1	1	5	0	2	0	2	4	0	3	6	6	5	ENSG00000138443.15	ABI2
chr2:203402735-203411284	N_w	7	6	12	3	4	0	4	9	7	7	5	8	3	14	8	3	13	33	20	8	13	3	14	2	10	5	3	12	6	6	2	3	13	0	1	2	1	2	2	1	0	1	6	3	3	0	ENSG00000138443.15	ABI2
chr2:203402735-203416907	N_w	7	7	7	5	5	0	18	18	3	11	9	4	15	12	4	9	9	69	25	15	23	6	9	4	8	12	8	12	17	7	7	5	14	5	2	4	1	3	3	0	5	2	7	8	4	4	ENSG00000138443.15	ABI2
chr2:203402735-203416913	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	3	1	0	0	1	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203411372-203416907	N_w	7	8	7	8	6	0	22	21	8	7	8	9	13	11	11	13	19	81	28	26	34	9	16	9	22	7	11	15	20	4	12	3	17	4	1	6	0	2	7	10	5	2	4	5	9	2	ENSG00000138443.15	ABI2
chr2:203411372-203416913	N_w	1	0	1	0	0	0	2	3	0	0	0	1	2	0	1	0	0	6	1	1	1	2	4	0	2	1	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	ENSG00000138443.15	ABI2
chr2:203417082-203427176	N_w	4	15	13	7	6	4	8	6	4	17	7	11	12	17	10	6	19	100	41	10	8	38	12	6	15	12	9	24	23	9	14	8	24	6	1	3	2	2	3	3	0	1	12	11	20	4	ENSG00000138443.15	ABI2
chr2:203427270-203427495	N_w	1	0	0	2	0	4	1	0	0	3	1	1	5	0	0	3	3	6	5	2	0	5	0	4	5	0	4	0	0	3	2	0	1	1	2	0	0	0	0	1	0	0	0	4	1	1	ENSG00000138443.15	ABI2
chr1:27408347-27409691	N_w	0	6	18	31	0	1	47	40	14	28	28	23	18	27	25	20	102	83	28	13	6	7	13	0	23	0	26	59	47	0	2	3	6	0	0	0	0	4	1	1	2	1	11	3	2	5	ENSG00000158195.10	WASF2
chr1:27410207-27412571	N_w	1	2	10	10	0	0	32	38	11	20	13	20	23	28	7	20	48	56	22	17	19	2	14	0	12	0	21	26	33	0	3	0	9	0	2	0	1	0	0	0	3	1	18	0	1	0	ENSG00000158195.10	WASF2
chr1:27412728-27414832	N_w	1	0	20	17	1	0	26	38	15	28	22	15	27	28	6	34	50	53	18	11	5	5	13	1	20	2	27	45	28	1	5	0	4	0	0	1	4	4	3	1	4	1	12	4	0	2	ENSG00000158195.10	WASF2
chr1:27414964-27415984	N_w	1	8	29	49	5	0	150	133	16	55	46	47	35	49	31	44	116	133	61	34	31	14	27	0	30	5	40	91	51	0	7	0	6	0	2	1	0	4	3	5	3	1	30	2	7	1	ENSG00000158195.10	WASF2
chr1:27416103-27418268	N_w	1	0	18	33	1	3	91	142	20	54	52	46	64	58	23	44	94	103	50	25	40	11	22	0	39	3	30	64	61	1	5	0	6	0	3	0	0	5	4	3	4	4	47	4	2	4	ENSG00000158195.10	WASF2
chr1:27418423-27418953	N_w	0	1	17	32	2	1	104	131	25	55	60	50	46	46	34	41	107	88	28	32	25	2	22	0	50	1	38	62	78	0	1	0	11	2	2	0	0	2	9	2	6	0	38	5	1	5	ENSG00000158195.10	WASF2
chr1:27419089-27428760	N_w	0	4	4	7	1	0	16	10	5	17	10	16	12	23	6	19	41	27	16	3	3	0	4	0	7	0	13	21	17	1	0	0	4	0	0	0	1	1	1	2	0	0	13	0	0	0	ENSG00000158195.10	WASF2
chr1:27428934-27489985	N_w	0	4	7	11	0	0	60	45	7	13	11	25	23	9	10	2	26	28	13	10	12	0	10	0	13	3	18	22	24	2	0	0	3	0	0	2	0	0	0	0	3	2	4	0	0	3	ENSG00000158195.10	WASF2
chr1:32742190-32767786	N_w	0	2	1	2	1	0	10	6	0	1	0	6	2	2	1	0	2	3	1	2	3	0	2	0	9	1	7	3	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	ENSG00000162522.10	KIAA1522
chr1:32754181-32767786	N_w	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	8	0	5	0	0	0	0	4	0	4	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	ENSG00000162522.10	KIAA1522
chr1:32767958-32768061	N_w	3	4	6	6	0	0	26	20	8	9	10	9	9	22	3	6	21	53	14	17	14	7	14	4	15	6	19	21	13	1	2	3	0	0	1	0	3	3	1	3	10	1	0	1	0	1	ENSG00000162522.10	KIAA1522
chr1:32768118-32768651	N_w	1	1	7	13	3	0	16	23	7	11	12	6	16	13	2	5	12	54	16	19	12	8	26	3	24	3	20	18	14	1	3	5	9	0	1	1	3	2	4	5	8	2	1	0	2	1	ENSG00000162522.10	KIAA1522
chr1:32768776-32769672	N_w	0	0	3	5	0	0	5	5	2	9	3	8	2	19	0	3	14	29	17	10	7	4	9	0	6	1	7	11	10	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	2	ENSG00000162522.10	KIAA1522
chr1:32769787-32769879	N_w	0	0	1	3	0	0	8	6	1	6	6	8	9	5	0	2	5	25	13	6	5	1	5	0	7	0	11	13	8	0	1	0	0	0	0	0	1	0	0	2	2	0	1	2	0	4	ENSG00000162522.10	KIAA1522
chr1:32772442-32772864	N_w	2	0	1	9	0	0	30	15	6	17	12	10	7	12	3	3	13	47	21	20	8	2	16	3	26	2	18	20	21	4	4	5	0	0	0	0	1	3	0	2	10	1	3	2	7	9	ENSG00000162522.10	KIAA1522
chr1:183627595-183630460	N_w	1	3	18	13	12	2	12	16	13	16	21	20	11	35	18	28	46	46	15	8	9	32	26	2	18	16	18	24	23	3	9	2	13	3	0	11	5	10	14	14	7	8	13	6	10	17	ENSG00000162704.15	ARPC5
chr1:183630638-183633081	N_w	22	11	36	29	8	9	105	83	28	33	28	43	36	54	25	20	97	87	49	46	33	27	47	11	71	30	48	49	59	4	11	6	25	1	5	9	10	18	28	27	25	21	34	11	12	36	ENSG00000162704.15	ARPC5
chr1:183633154-183635515	N_w	6	7	37	0	13	0	0	0	35	56	47	53	84	66	42	10	86	0	61	0	0	33	0	15	0	30	0	49	0	0	4	0	24	0	18	15	15	31	0	38	0	27	0	15	10	59	ENSG00000162704.15	ARPC5
chr2:218217255-218217462	N_w	2	1	13	10	1	0	22	17	10	3	9	9	23	1	4	0	16	26	5	29	12	4	1	1	22	2	15	11	13	2	1	1	6	2	2	0	3	3	3	3	4	0	4	3	0	10	ENSG00000163466.15	ARPC2
chr2:218217545-218225919	N_w	10	11	85	51	6	9	347	199	72	52	43	68	112	55	63	16	90	178	90	203	108	68	34	8	154	16	112	73	90	12	15	12	35	4	16	23	18	25	43	47	87	27	29	13	22	57	ENSG00000163466.15	ARPC2
chr2:218225955-218228737	N_w	11	12	86	47	11	8	218	195	67	62	50	64	93	55	38	15	87	169	97	137	97	86	36	17	153	26	89	62	81	20	12	12	40	3	15	23	12	24	39	39	57	33	31	15	18	60	ENSG00000163466.15	ARPC2
chr2:218228797-218239390	N_w	0	0	0	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	ENSG00000163466.15	ARPC2
chr2:218228851-218234351	N_w	28	25	112	73	27	13	120	179	44	94	48	74	84	113	43	67	154	247	170	127	69	141	83	14	165	45	140	104	114	15	17	11	96	2	25	38	22	28	45	55	72	57	54	23	39	65	ENSG00000163466.15	ARPC2
chr2:218228851-218238663	N_w	0	0	0	2	1	0	1	1	1	0	0	0	1	0	0	1	2	7	2	5	7	0	0	0	4	0	1	0	2	2	1	0	2	0	1	0	0	0	0	0	1	0	0	1	0	2	ENSG00000163466.15	ARPC2
chr2:218234398-218238663	N_w	25	22	115	75	35	5	126	152	76	88	70	84	86	133	75	65	163	276	179	117	51	190	126	22	163	40	124	113	170	25	20	14	105	7	33	34	23	41	37	45	71	52	71	27	53	70	ENSG00000163466.15	ARPC2
chr2:218236734-218238663	N_w	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	4	0	0	0	0	3	0	5	0	0	0	0	0	0	1	0	1	2	1	1	0	ENSG00000163466.15	ARPC2
chr2:218238851-218239390	N_w	41	33	117	69	73	18	92	138	75	112	49	88	91	187	59	91	175	293	170	98	51	223	120	66	160	65	131	132	164	42	59	32	160	17	28	42	24	44	41	57	56	68	68	71	83	66	ENSG00000163466.15	ARPC2
chr2:218238851-218245419	N_w	0	4	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	6	1	1	3	0	2	1	0	3	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ENSG00000163466.15	ARPC2
chr2:218239485-218245419	N_w	73	62	133	86	77	25	187	174	113	159	87	92	145	208	161	101	203	257	200	187	153	197	192	85	204	91	124	130	131	57	47	47	150	31	49	62	40	52	62	84	76	102	97	126	102	73	ENSG00000163466.15	ARPC2
chr2:218239485-218249363	N_w	0	0	0	0	0	0	1	0	2	1	0	0	4	0	0	1	0	2	0	0	1	1	0	1	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	ENSG00000163466.15	ARPC2
chr2:218245547-218249363	N_w	80	111	224	122	111	33	313	268	170	195	126	152	207	244	231	152	239	355	267	250	191	314	226	193	264	160	199	177	230	101	91	68	262	50	136	104	87	91	119	168	280	173	128	167	194	117	ENSG00000163466.15	ARPC2
chr2:218249465-218249820	N_w	125	92	253	167	130	44	414	252	169	199	132	155	205	202	191	148	282	395	280	300	197	314	214	132	339	163	219	171	198	76	97	82	274	59	168	148	103	99	125	154	248	188	102	132	194	128	ENSG00000163466.15	ARPC2
chr2:218249922-218253890	N_w	142	127	224	127	171	66	227	181	119	185	136	146	182	223	163	143	275	388	237	211	125	497	237	240	284	171	161	142	186	132	126	102	303	123	181	123	82	85	124	164	190	174	105	149	248	138	ENSG00000163466.15	ARPC2
chrX:17728776-17731857	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	ENSG00000188158.14	NHS
chrX:72134219-72134508	N_w	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000204131.9	NHSL2
chrX:72134705-72137093	N_w	0	0	0	0	0	0	1	2	0	2	0	1	0	1	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	ENSG00000204131.9	NHSL2
chrX:72137226-72138440	N_w	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000204131.9	NHSL2
chrX:72140772-72142231	N_w	0	0	0	0	0	0	0	2	0	1	1	2	0	1	1	0	2	15	9	2	6	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	ENSG00000204131.9	NHSL2
chrX:72142365-72143252	N_w	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	14	1	0	0	2	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	ENSG00000204131.9	NHSL2
chr3:9792706-9797658	N_w	1	0	1	0	1	0	2	2	3	0	1	1	6	0	1	0	4	0	1	2	4	0	1	0	1	0	1	2	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	3	2	ENSG00000241553.12	ARPC4
chr3:9793125-9797658	N_w	0	2	9	5	1	1	21	19	12	4	4	1	12	2	14	0	10	20	6	19	12	6	4	0	14	1	14	7	7	0	0	0	11	3	0	1	2	3	2	6	2	0	3	0	3	6	ENSG00000241553.12	ARPC4
chr3:9797778-9799878	N_w	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	ENSG00000241553.12	ARPC4
chr3:9797778-9800184	N_w	6	15	89	34	18	8	134	92	56	74	36	62	71	97	78	49	123	139	86	87	54	115	48	19	107	13	77	81	81	16	12	6	35	7	14	18	14	29	26	32	25	32	26	21	43	41	ENSG00000241553.12	ARPC4
chr3:9800068-9800184	N_w	1	0	0	0	0	0	1	2	0	0	0	1	0	2	0	0	0	6	3	0	1	1	1	0	0	0	2	3	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	ENSG00000241553.12	ARPC4
chr3:9800297-9801660	N_w	12	22	104	52	34	6	124	98	41	64	34	53	34	108	56	61	142	191	91	88	32	110	69	22	112	18	88	79	78	11	29	12	53	14	18	25	11	25	23	16	19	29	28	32	49	53	ENSG00000241553.12	ARPC4
chr3:9800297-9803842	N_w	0	1	3	2	2	0	2	1	2	1	0	0	0	0	0	0	5	3	4	0	3	3	1	1	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	2	ENSG00000241553.12	ARPC4
chr3:9801757-9803535	N_w	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	ENSG00000241553.12	ARPC4
chr3:9801757-9803842	N_w	23	22	75	65	29	13	161	129	50	81	41	59	52	152	79	74	147	212	122	97	79	146	91	20	133	19	94	111	112	21	12	12	45	10	38	32	12	28	33	45	50	33	51	30	53	62	ENSG00000241553.12	ARPC4
chr3:9803708-9803842	N_w	1	0	3	0	0	0	0	1	0	0	2	0	2	1	1	0	0	3	0	0	1	1	1	2	2	2	1	0	1	0	1	0	1	1	1	1	1	1	0	0	6	2	0	1	4	0	ENSG00000241553.12	ARPC4
chr3:9804014-9806209	N_w	56	52	149	72	77	30	178	182	106	135	101	101	129	188	156	107	219	189	153	141	115	264	151	52	240	48	131	122	143	45	40	43	189	46	94	77	38	58	68	81	78	104	92	74	180	90	ENSG00000241553.12	ARPC4
chr7:99326005-99333324	N_w	0	1	30	26	6	1	87	59	15	25	20	21	64	64	34	9	59	64	67	73	39	60	31	5	53	8	34	40	24	4	2	6	14	0	9	7	6	24	18	28	68	12	19	10	16	29	ENSG00000241685.9	ARPC1A
chr7:99333418-99338180	N_w	10	16	106	59	15	13	205	161	89	96	72	88	110	141	89	62	165	203	133	167	84	111	108	12	116	20	109	124	101	17	10	6	58	3	22	24	12	34	43	27	97	40	53	22	40	63	ENSG00000241685.9	ARPC1A
chr7:99338286-99344292	N_w	10	13	49	30	11	4	116	85	68	41	45	31	71	117	50	70	124	150	72	92	59	81	55	6	69	11	91	69	73	3	6	8	44	4	15	10	20	41	31	28	80	18	31	16	35	33	ENSG00000241685.9	ARPC1A
chr7:99344516-99348851	N_w	12	28	105	57	35	13	225	244	76	77	70	67	113	147	78	71	172	182	119	146	71	119	114	15	229	30	105	115	130	16	15	11	95	8	23	18	20	41	39	31	66	38	76	34	89	62	ENSG00000241685.9	ARPC1A
chr7:99344516-99353908	N_w	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99348960-99349247	N_w	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99348960-99353908	N_w	14	4	43	23	18	4	43	33	26	23	26	25	18	51	15	22	60	71	48	32	12	50	36	9	39	17	44	65	46	6	6	6	57	7	6	5	7	6	11	7	16	13	23	20	27	24	ENSG00000241685.9	ARPC1A
chr7:99348960-99358339	N_w	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99349364-99353908	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99354122-99358339	N_w	25	23	32	14	24	4	19	24	27	26	23	18	12	43	19	22	27	47	27	23	15	31	18	28	28	20	40	35	41	21	14	14	46	2	4	6	7	8	10	6	10	12	10	30	28	12	ENSG00000241685.9	ARPC1A
chr7:99358416-99359544	N_w	75	53	89	53	56	31	148	116	74	75	63	58	77	121	82	58	101	137	83	107	78	95	94	66	128	89	108	98	84	44	49	63	114	23	30	32	13	24	33	27	71	38	66	84	76	43	ENSG00000241685.9	ARPC1A
chr7:99359739-99363542	N_w	110	82	117	59	99	48	106	105	79	94	69	54	52	142	92	82	177	165	102	89	43	169	90	130	136	113	133	113	112	105	64	62	202	49	50	43	27	47	46	35	46	47	58	103	155	58	ENSG00000241685.9	ARPC1A
chr7:99359739-99365890	N_w	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	ENSG00000241685.9	ARPC1A
chr7:99363634-99365890	N_w	138	101	150	63	145	48	149	155	111	100	55	68	78	150	105	96	150	187	88	120	73	184	87	177	145	133	113	116	101	119	97	110	252	67	76	42	38	50	56	44	76	79	70	145	185	66	ENSG00000241685.9	ARPC1A
chr7:99363634-99365911	N_w	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	ENSG00000241685.9	ARPC1A
chr7:99365739-99365890	N_w	1	1	0	0	0	0	0	1	1	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr3:10115820-10118905	N_w	0	2	6	3	3	0	7	6	1	4	0	2	3	11	3	3	4	4	7	5	2	6	3	1	3	1	2	4	1	0	0	0	6	1	2	3	1	3	8	3	2	4	6	3	1	4	ENSG00000254999.3	BRK1
chr3:10115820-10125625	N_w	73	60	179	139	100	52	594	338	140	191	118	156	202	299	228	168	334	340	204	311	153	330	153	55	335	63	185	187	212	52	54	50	171	27	99	95	55	81	85	95	195	161	121	72	206	124	ENSG00000254999.3	BRK1
chr3:10118971-10125625	N_w	3	3	10	2	5	2	15	13	1	7	3	2	3	13	5	4	14	4	5	7	4	12	4	3	4	1	4	8	9	0	1	2	14	1	5	9	2	2	5	7	9	5	7	4	8	10	ENSG00000254999.3	BRK1
chr3:10125709-10126268	N_w	107	102	248	152	125	62	617	328	193	239	145	151	164	297	301	214	392	366	276	277	173	352	236	79	360	63	191	241	240	78	72	67	212	73	114	87	65	94	103	88	156	138	156	116	269	154	ENSG00000254999.3	BRK1
chr15:22869568-22869996	N_w	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	ENSG00000273749.4	CYFIP1
chr15:22869568-22870009	N_w	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	ENSG00000273749.4	CYFIP1
chr15:22870193-22872824	N_w	11	8	20	19	19	10	24	13	11	30	13	22	19	32	20	27	35	84	48	26	12	62	32	17	46	26	38	42	35	17	20	11	33	8	11	8	6	11	10	11	10	26	9	27	10	29	ENSG00000273749.4	CYFIP1
chr15:22872973-22873490	N_w	17	11	29	34	29	10	55	58	45	57	32	36	35	55	44	25	56	142	72	62	54	83	61	48	85	34	60	65	61	25	18	13	43	8	15	24	12	25	30	34	18	24	20	34	26	26	ENSG00000273749.4	CYFIP1
chr15:22873730-22874549	N_w	15	2	15	17	6	9	49	39	17	22	18	25	22	29	11	15	25	86	43	30	23	46	44	15	44	18	31	32	30	13	3	8	22	2	8	3	7	6	6	8	12	6	19	22	14	16	ENSG00000273749.4	CYFIP1
chr15:22874645-22875198	N_w	13	11	20	15	10	6	38	35	26	39	32	31	25	52	20	34	41	115	75	55	52	73	81	32	96	19	57	64	45	26	10	13	17	4	5	10	8	14	20	15	18	18	24	22	19	19	ENSG00000273749.4	CYFIP1
chr15:22875272-22879912	N_w	5	4	20	33	3	10	62	58	31	43	31	18	26	59	21	25	59	100	86	59	35	64	59	17	93	16	47	39	40	13	8	10	14	5	3	14	11	12	19	12	25	17	18	22	18	22	ENSG00000273749.4	CYFIP1
chr15:22880044-22881845	N_w	20	9	34	22	14	3	33	32	25	48	29	42	24	55	26	23	65	116	88	63	36	52	50	17	68	9	50	66	74	20	11	6	19	3	8	10	3	8	12	5	10	18	14	26	14	21	ENSG00000273749.4	CYFIP1
chr15:22881937-22882867	N_w	10	4	19	14	4	3	33	24	15	24	21	18	22	30	16	14	38	99	46	35	21	32	31	8	53	8	34	32	54	6	4	8	10	1	7	0	6	14	8	9	13	6	12	14	9	16	ENSG00000273749.4	CYFIP1
chr15:22883012-22892889	N_w	8	6	26	22	8	3	56	51	18	28	21	24	20	40	24	8	39	101	65	67	27	58	44	7	69	14	44	48	48	4	7	2	11	4	8	5	4	8	19	10	13	12	17	11	5	20	ENSG00000273749.4	CYFIP1
chr15:22892978-22903705	N_w	8	4	27	24	12	3	76	59	30	49	27	24	30	54	9	10	46	121	81	76	44	53	62	17	79	12	55	46	53	9	10	9	11	1	1	6	6	12	10	9	20	20	20	15	16	26	ENSG00000273749.4	CYFIP1
chr15:22903906-22909193	N_w	6	5	14	23	2	1	40	32	18	36	23	26	26	36	15	17	46	96	64	60	38	29	50	3	43	11	37	33	51	7	6	2	5	0	3	4	4	10	10	13	10	6	15	12	4	24	ENSG00000273749.4	CYFIP1
chr15:22909314-22910519	N_w	10	3	14	15	4	4	40	23	16	40	24	19	19	32	14	17	42	93	62	45	40	25	58	14	52	10	38	48	44	8	8	2	8	0	5	2	3	8	9	13	12	11	15	13	3	20	ENSG00000273749.4	CYFIP1
chr15:22910629-22910736	N_w	2	3	13	19	1	0	60	46	17	24	19	21	24	33	9	14	39	89	61	46	26	39	52	10	66	14	36	31	33	9	8	2	8	1	2	3	0	4	10	8	16	13	13	15	6	18	ENSG00000273749.4	CYFIP1
chr15:22910814-22912178	N_w	4	2	24	11	1	0	27	36	25	34	26	31	24	44	13	22	57	130	63	48	44	35	61	4	61	10	42	52	43	5	8	5	9	0	2	7	4	5	12	7	11	13	6	12	6	20	ENSG00000273749.4	CYFIP1
chr15:22912276-22914725	N_w	0	1	10	10	4	0	25	31	8	22	11	13	15	31	10	23	47	94	55	29	17	24	45	7	43	2	33	29	33	0	5	0	6	0	2	1	4	6	10	3	5	7	5	5	2	15	ENSG00000273749.4	CYFIP1
chr15:22914883-22916476	N_w	5	3	8	10	1	1	22	25	11	25	17	17	6	36	14	15	27	83	38	18	19	30	34	3	41	4	32	43	26	3	1	0	2	0	1	2	1	2	10	11	6	5	8	7	3	14	ENSG00000273749.4	CYFIP1
chr15:22916631-22917787	N_w	1	0	7	8	2	0	10	8	7	17	10	9	9	21	3	4	17	60	42	17	13	16	18	3	15	3	20	26	19	1	2	0	5	0	1	1	0	0	5	3	2	4	7	2	1	12	ENSG00000273749.4	CYFIP1
chr15:22917936-22918691	N_w	1	0	12	19	0	0	19	26	19	28	14	18	21	31	9	9	30	106	53	32	35	11	29	2	42	5	29	31	31	3	2	1	1	0	1	2	0	3	3	4	6	3	8	2	0	17	ENSG00000273749.4	CYFIP1
chr15:22918859-22925981	N_w	0	0	5	7	0	0	9	20	4	7	4	12	11	15	4	7	13	67	37	10	7	7	18	2	16	1	17	38	17	0	1	0	1	0	0	0	1	3	5	1	1	1	8	3	0	8	ENSG00000273749.4	CYFIP1
