junction	type	ERR2598067	ERR2598068	ERR2598087	ERR2598088	ERR2598100	ERR2598101	ERR2598117	ERR2598118	ERR2598119	ERR2598134	ERR2598135	ERR2598136	ERR2598163	ERR2598179	ERR2598191	ERR2598192	ERR2598204	ERR2598205	ERR2598224	ERR2598225	ERR2598247	ERR2598248	ERR2598249	ERR2598264	ERR2598265	ERR2598276	ERR2598277	ERR2598278	ERR2598279	ERR2598286	ERR2598360	ERR2598361	ERR2598362	ERR2598363	ERR2598147	ERR2598223	ERR2598311	geneID	geneName
chr2:203380385-203383242	N_w	0	5	0	3	0	0	3	0	0	0	3	0	0	3	0	0	1	2	2	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	5	1	0	ENSG00000138443.15	ABI2
chr2:203380385-203391045	N_w	2	53	11	32	20	27	36	31	41	16	39	38	40	54	44	52	23	44	67	49	10	4	8	5	41	7	56	4	15	21	78	26	36	44	38	16	108	ENSG00000138443.15	ABI2
chr2:203380385-203394699	N_w	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	1	1	1	0	0	0	0	1	ENSG00000138443.15	ABI2
chr2:203382207-203391045	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	4	1	5	10	14	15	12	5	0	0	13	ENSG00000138443.15	ABI2
chr2:203383322-203391045	N_w	1	0	0	3	4	0	2	8	1	0	8	2	0	2	3	1	0	1	0	0	1	0	0	0	1	0	3	0	1	0	4	1	4	0	1	0	3	ENSG00000138443.15	ABI2
chr2:203391144-203394699	N_w	5	107	15	59	51	36	55	95	77	21	27	66	93	75	65	84	33	78	90	68	18	11	7	11	86	25	136	21	47	48	122	79	78	89	46	22	157	ENSG00000138443.15	ABI2
chr2:203391144-203395655	N_w	0	1	0	5	2	2	3	7	1	0	1	0	4	2	1	5	2	5	7	4	2	1	4	0	3	2	13	4	4	1	3	2	7	5	1	1	6	ENSG00000138443.15	ABI2
chr2:203391144-203395658	N_w	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203394847-203395655	N_w	5	131	7	54	18	36	65	61	81	25	48	56	70	92	90	85	25	70	97	85	16	15	26	11	85	36	134	23	39	57	152	68	102	117	40	19	102	ENSG00000138443.15	ABI2
chr2:203394847-203395658	N_w	0	12	4	7	5	6	6	3	8	3	5	8	4	7	9	14	4	10	14	11	1	2	1	0	8	5	10	2	3	5	8	8	6	14	7	4	18	ENSG00000138443.15	ABI2
chr2:203394847-203402575	N_w	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	10	2	1	2	5	6	4	10	0	1	5	ENSG00000138443.15	ABI2
chr2:203395781-203396784	N_w	0	1	1	0	1	2	1	4	2	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	4	5	1	8	2	6	2	8	10	0	0	9	ENSG00000138443.15	ABI2
chr2:203395781-203402575	N_w	3	62	14	50	16	24	39	34	71	17	83	69	60	53	47	40	4	53	67	36	19	17	13	4	55	28	65	9	20	35	59	47	36	65	11	22	78	ENSG00000138443.15	ABI2
chr2:203396968-203402575	N_w	2	0	0	0	0	0	2	3	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	19	2	8	1	13	1	8	12	0	0	29	ENSG00000138443.15	ABI2
chr2:203402735-203407883	N_w	0	0	0	0	0	0	1	0	3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	3	3	0	0	1	4	3	5	1	0	0	0	ENSG00000138443.15	ABI2
chr2:203402735-203411284	N_w	4	32	6	26	10	18	36	33	37	10	52	36	23	34	24	33	15	28	37	23	9	16	9	8	23	29	79	11	19	43	83	55	43	37	8	14	42	ENSG00000138443.15	ABI2
chr2:203402735-203416907	N_w	9	76	15	51	51	34	26	9	73	10	31	33	81	36	69	47	16	50	76	50	9	25	33	12	48	54	97	13	25	29	64	41	37	71	14	24	69	ENSG00000138443.15	ABI2
chr2:203402735-203416913	N_w	2	2	0	3	0	0	1	1	0	0	0	0	0	2	3	0	2	1	2	1	0	0	2	0	2	1	3	1	1	1	2	2	1	1	0	1	3	ENSG00000138443.15	ABI2
chr2:203408003-203411284	N_w	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	6	10	1	2	4	9	3	2	5	0	0	7	ENSG00000138443.15	ABI2
chr2:203411372-203411891	N_w	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	ENSG00000138443.15	ABI2
chr2:203411372-203416907	N_w	18	67	13	61	59	25	31	43	81	16	46	34	46	52	75	54	29	63	73	46	18	20	24	8	62	85	211	28	50	84	176	72	69	112	28	28	147	ENSG00000138443.15	ABI2
chr2:203411372-203416913	N_w	0	4	0	4	1	0	3	9	1	1	0	3	6	5	1	5	2	5	3	1	0	1	5	1	4	2	11	2	6	4	16	6	7	10	3	0	11	ENSG00000138443.15	ABI2
chr2:203417082-203417885	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	2	0	1	1	0	0	4	ENSG00000138443.15	ABI2
chr2:203417082-203427176	N_w	21	100	35	39	13	35	47	60	40	29	52	32	30	79	38	34	27	34	85	71	25	37	54	18	52	75	94	19	32	57	78	53	56	49	41	61	44	ENSG00000138443.15	ABI2
chr2:203418141-203427176	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	5	3	3	2	3	0	0	5	ENSG00000138443.15	ABI2
chr2:203422624-203427176	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	5	2	0	2	0	0	1	ENSG00000138443.15	ABI2
chr2:203427270-203427495	N_w	9	7	3	3	0	0	5	4	2	1	0	3	2	5	3	4	1	10	8	2	1	5	13	0	8	53	78	12	13	35	60	38	31	38	3	4	31	ENSG00000138443.15	ABI2
chr2:203427270-203431000	N_w	0	1	0	2	0	0	1	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	3	0	1	1	0	ENSG00000138443.15	ABI2
chr1:27408347-27409691	N_w	1	91	3	47	6	37	22	43	61	59	31	49	145	46	33	61	9	63	104	83	5	5	1	2	63	8	40	9	10	29	34	33	47	13	32	3	74	ENSG00000158195.10	WASF2
chr1:27410207-27412571	N_w	2	59	0	41	8	35	26	46	51	31	40	28	62	27	42	32	8	41	59	51	2	1	7	1	53	11	20	3	8	5	15	34	36	12	41	10	58	ENSG00000158195.10	WASF2
chr1:27412728-27414832	N_w	2	70	2	42	4	35	37	84	52	39	72	32	79	28	35	33	7	31	79	58	2	2	2	0	35	8	10	1	6	16	10	14	29	4	27	4	40	ENSG00000158195.10	WASF2
chr1:27414964-27415984	N_w	3	128	5	66	40	38	65	72	74	105	218	36	201	50	58	66	20	130	158	125	3	1	2	1	84	8	47	3	16	13	75	33	133	36	75	4	215	ENSG00000158195.10	WASF2
chr1:27416103-27418268	N_w	1	119	3	91	61	59	52	78	107	51	221	77	246	64	92	61	24	110	138	104	4	2	1	5	109	9	36	6	6	21	44	36	87	25	69	11	203	ENSG00000158195.10	WASF2
chr1:27418423-27418953	N_w	0	107	2	63	42	58	64	75	110	71	116	64	259	67	84	79	25	89	141	78	3	0	1	1	128	6	19	8	15	14	31	48	77	21	85	3	198	ENSG00000158195.10	WASF2
chr1:27419089-27428760	N_w	0	35	0	23	2	18	30	17	28	16	27	16	40	22	15	11	8	17	42	29	3	0	0	0	29	2	2	0	3	6	2	5	16	0	14	1	11	ENSG00000158195.10	WASF2
chr1:27428934-27489985	N_w	0	41	0	38	16	28	8	36	29	10	19	27	112	29	14	37	11	34	38	27	2	0	0	0	40	0	12	0	7	12	7	15	23	2	10	2	69	ENSG00000158195.10	WASF2
chr1:32742190-32767786	N_w	0	6	0	2	5	3	0	0	0	2	0	0	6	0	1	3	0	5	6	6	1	0	1	0	4	0	1	0	2	0	0	0	0	1	2	0	1	ENSG00000162522.10	KIAA1522
chr1:32754181-32767786	N_w	1	23	1	16	9	9	0	11	20	0	0	13	8	14	7	11	4	30	31	21	4	1	6	0	20	0	3	0	0	0	1	0	1	1	1	5	6	ENSG00000162522.10	KIAA1522
chr1:32765828-32767786	N_w	0	3	0	3	0	1	0	5	0	0	0	1	1	3	2	6	3	7	5	8	0	0	2	0	0	0	1	0	0	3	5	1	0	5	0	2	3	ENSG00000162522.10	KIAA1522
chr1:32767048-32767786	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	ENSG00000162522.10	KIAA1522
chr1:32767958-32768061	N_w	5	50	5	39	30	22	24	52	66	14	6	62	33	28	27	37	16	50	72	51	10	5	16	5	45	2	9	2	2	2	9	6	8	3	31	13	7	ENSG00000162522.10	KIAA1522
chr1:32768118-32768651	N_w	0	54	2	47	27	34	25	45	80	14	16	71	40	34	41	31	12	69	82	56	12	3	12	4	54	6	11	1	3	5	7	9	7	7	36	17	12	ENSG00000162522.10	KIAA1522
chr1:32768776-32769672	N_w	1	27	1	25	9	4	13	29	41	9	1	46	20	24	19	16	8	28	41	45	2	1	0	0	26	0	1	0	0	0	3	2	3	0	27	5	10	ENSG00000162522.10	KIAA1522
chr1:32769787-32769879	N_w	0	26	1	19	6	16	4	16	32	6	5	37	18	12	14	22	10	32	26	30	1	0	1	0	32	0	3	0	0	1	1	2	0	0	21	3	6	ENSG00000162522.10	KIAA1522
chr1:32770111-32770220	N_w	0	2	0	1	1	0	0	2	2	0	0	2	1	0	0	1	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	ENSG00000162522.10	KIAA1522
chr1:32772442-32772864	N_w	2	66	16	41	51	29	19	61	72	10	2	68	36	27	34	45	16	94	58	53	13	7	13	6	57	2	7	2	3	4	7	4	2	2	28	17	12	ENSG00000162522.10	KIAA1522
chr1:183627595-183630460	N_w	7	103	10	44	21	24	64	32	36	38	87	38	44	37	10	43	25	30	80	39	14	9	13	11	61	6	10	11	25	14	10	9	14	8	51	41	15	ENSG00000162704.15	ARPC5
chr1:183630638-183633081	N_w	3	166	24	113	151	73	79	174	142	41	49	146	157	57	72	110	54	89	129	72	28	20	10	22	133	13	37	20	64	32	37	31	66	16	78	87	61	ENSG00000162704.15	ARPC5
chr1:183633154-183635515	N_w	9	0	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	121	0	0	0	15	18	0	0	12	0	17	0	0	0	0	0	0	0	0	0	ENSG00000162704.15	ARPC5
chr2:218217255-218217462	N_w	1	34	7	53	21	59	2	75	34	1	0	38	28	18	13	53	7	14	19	16	6	13	3	0	56	1	23	4	4	8	12	5	27	1	2	11	45	ENSG00000163466.15	ARPC2
chr2:218217255-218225919	N_w	0	2	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	1	0	2	0	0	1	2	1	1	1	1	0	4	ENSG00000163466.15	ARPC2
chr2:218217545-218225919	N_w	22	260	47	317	294	194	68	199	225	48	36	270	270	94	101	225	72	159	130	121	38	38	41	43	278	66	271	64	155	147	224	137	235	129	54	116	348	ENSG00000163466.15	ARPC2
chr2:218218125-218225919	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	3	4	0	0	1	ENSG00000163466.15	ARPC2
chr2:218220699-218225919	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	9	18	13	28	5	0	0	3	ENSG00000163466.15	ARPC2
chr2:218224519-218225744	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	1	2	0	0	0	ENSG00000163466.15	ARPC2
chr2:218224519-218225919	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	23	1	3	8	6	24	19	5	0	0	3	ENSG00000163466.15	ARPC2
chr2:218224799-218224906	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	7	11	7	1	0	0	5	ENSG00000163466.15	ARPC2
chr2:218225052-218225919	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	11	18	22	21	9	0	0	11	ENSG00000163466.15	ARPC2
chr2:218225676-218225919	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	8	3	8	1	0	0	5	ENSG00000163466.15	ARPC2
chr2:218225869-218228737	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	5	8	0	0	0	0	ENSG00000163466.15	ARPC2
chr2:218225955-218228737	N_w	23	277	58	275	237	138	73	191	212	47	68	201	168	85	91	197	77	150	162	132	51	31	40	53	226	78	229	65	193	164	226	209	349	122	56	120	283	ENSG00000163466.15	ARPC2
chr2:218228797-218238663	N_w	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	2	ENSG00000163466.15	ARPC2
chr2:218228797-218239390	N_w	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	ENSG00000163466.15	ARPC2
chr2:218228851-218234351	N_w	45	381	84	314	117	123	149	229	239	72	226	202	129	135	88	226	79	129	226	201	64	80	60	58	272	121	389	139	323	199	419	381	327	167	101	168	395	ENSG00000163466.15	ARPC2
chr2:218228851-218238663	N_w	0	3	2	3	1	0	2	1	0	0	8	1	13	2	2	7	0	1	1	4	1	0	3	2	6	5	6	1	4	3	3	4	5	3	0	1	5	ENSG00000163466.15	ARPC2
chr2:218228851-218245419	N_w	0	1	0	0	0	1	0	0	0	0	0	0	4	1	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000163466.15	ARPC2
chr2:218234398-218234848	N_w	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8	42	1	6	15	55	30	42	9	0	0	43	ENSG00000163466.15	ARPC2
chr2:218234398-218234859	N_w	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	2	10	14	6	9	6	0	0	9	ENSG00000163466.15	ARPC2
chr2:218234398-218238663	N_w	36	457	96	311	158	138	199	288	288	100	326	263	226	156	106	232	98	188	282	219	82	97	86	63	307	157	423	135	355	201	429	286	291	217	128	170	252	ENSG00000163466.15	ARPC2
chr2:218235045-218238663	N_w	0	0	0	0	0	0	3	5	0	0	0	1	0	2	1	1	1	2	0	0	0	1	2	0	2	22	69	17	23	37	75	56	75	19	3	5	52	ENSG00000163466.15	ARPC2
chr2:218236734-218238663	N_w	2	1	0	1	2	1	0	1	0	0	5	0	1	1	0	1	3	0	0	0	0	2	4	2	1	0	4	2	5	0	2	1	2	1	1	5	1	ENSG00000163466.15	ARPC2
chr2:218238851-218239390	N_w	78	436	162	304	152	173	231	313	238	95	305	227	137	193	100	227	132	163	292	207	120	117	213	143	275	198	417	151	357	324	383	334	298	190	154	275	214	ENSG00000163466.15	ARPC2
chr2:218238851-218245419	N_w	2	2	0	0	0	0	0	1	1	0	0	5	6	1	2	2	0	0	0	0	0	2	4	0	4	0	1	1	1	1	1	0	1	0	0	3	0	ENSG00000163466.15	ARPC2
chr2:218239485-218245419	N_w	134	445	172	417	269	229	241	534	413	153	301	375	322	146	253	305	161	267	294	191	152	237	225	182	332	361	1030	228	626	450	759	547	375	456	173	329	672	ENSG00000163466.15	ARPC2
chr2:218239485-218249363	N_w	1	3	3	1	0	0	2	0	1	0	0	1	2	0	0	2	3	1	0	0	0	0	3	0	0	0	9	3	4	1	9	1	0	1	2	2	2	ENSG00000163466.15	ARPC2
chr2:218245547-218249363	N_w	187	591	277	551	495	300	270	695	599	191	318	530	371	204	428	511	232	266	398	261	237	290	403	234	515	675	3222	479	1072	675	2006	952	545	2146	188	489	1529	ENSG00000163466.15	ARPC2
chr2:218249465-218249820	N_w	270	599	375	586	506	258	325	709	537	197	245	550	424	236	447	543	170	327	398	293	188	350	364	222	534	829	3185	540	1170	748	2082	1051	629	2375	247	416	1284	ENSG00000163466.15	ARPC2
chr2:218249922-218252944	N_w	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	1	0	2	0	2	0	0	0	1	ENSG00000163466.15	ARPC2
chr2:218249922-218253890	N_w	511	577	544	491	327	244	305	529	430	203	437	413	360	182	300	368	230	302	343	256	234	587	615	373	477	1029	2895	578	1189	832	1996	1044	645	1774	181	535	772	ENSG00000163466.15	ARPC2
chrX:17687895-17692334	N_w	0	2	0	0	0	0	0	3	0	0	0	1	1	1	0	0	0	0	2	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	ENSG00000188158.14	NHS
chrX:17692469-17719343	N_w	0	2	0	2	0	0	1	1	3	1	0	2	4	3	1	0	0	3	4	5	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	1	ENSG00000188158.14	NHS
chrX:17719407-17721440	N_w	0	2	0	0	0	1	0	2	1	0	0	0	2	0	0	1	0	2	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	ENSG00000188158.14	NHS
chrX:17721634-17724298	N_w	0	7	0	3	0	0	5	2	2	4	0	1	3	7	0	2	1	4	14	4	0	0	0	0	5	0	0	0	0	0	0	2	3	0	6	1	1	ENSG00000188158.14	NHS
chrX:17724431-17725346	N_w	0	9	0	3	3	0	4	0	2	1	0	4	3	3	1	0	3	5	8	7	0	2	0	0	2	0	0	0	0	0	0	0	2	0	4	0	1	ENSG00000188158.14	NHS
chrX:17728329-17728648	N_w	0	10	0	3	1	3	8	7	9	1	1	7	4	8	2	4	6	9	20	10	1	0	0	0	5	0	1	0	0	0	0	2	6	0	9	8	3	ENSG00000188158.14	NHS
chrX:17728776-17731857	N_w	0	17	0	3	2	2	10	1	5	5	4	3	2	9	1	2	1	8	9	12	4	0	2	0	6	0	0	0	0	0	2	1	1	0	4	3	2	ENSG00000188158.14	NHS
chrX:71911368-72009345	N_w	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSG00000204131.9	NHSL2
chrX:72069754-72071249	N_w	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	1	0	0	0	ENSG00000204131.9	NHSL2
chrX:72134219-72134508	N_w	0	3	0	1	0	2	1	0	4	1	1	3	3	1	0	0	0	1	3	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	ENSG00000204131.9	NHSL2
chrX:72134705-72137093	N_w	0	0	0	1	1	1	0	0	2	1	0	0	0	4	1	4	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	ENSG00000204131.9	NHSL2
chrX:72134705-72138440	N_w	0	1	0	0	0	0	0	1	3	0	0	1	0	1	1	1	1	2	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	ENSG00000204131.9	NHSL2
chrX:72137226-72138440	N_w	0	1	0	0	0	0	2	0	1	2	0	1	1	1	1	3	0	3	3	0	1	0	0	0	3	0	0	0	0	0	0	0	3	0	2	0	0	ENSG00000204131.9	NHSL2
chrX:72140772-72142231	N_w	0	6	0	0	1	2	6	2	1	4	0	2	8	17	16	10	3	12	17	4	1	4	0	2	8	0	2	0	1	0	2	0	3	1	6	4	4	ENSG00000204131.9	NHSL2
chrX:72142365-72143252	N_w	0	2	1	0	1	0	5	5	1	2	4	4	6	5	5	5	3	4	7	6	1	0	1	0	3	0	0	0	1	1	1	1	1	1	2	2	0	ENSG00000204131.9	NHSL2
chr3:9792706-9797658	N_w	0	5	2	3	2	3	0	4	0	0	0	5	3	2	0	5	2	6	2	1	1	0	0	0	4	1	2	1	0	2	0	0	1	0	0	3	4	ENSG00000241553.12	ARPC4
chr3:9793125-9797658	N_w	4	24	6	19	7	10	1	25	8	5	0	15	23	18	13	31	4	15	13	6	1	3	0	2	14	2	4	2	8	9	3	0	16	5	9	6	14	ENSG00000241553.12	ARPC4
chr3:9797778-9799878	N_w	0	1	0	2	1	0	1	1	1	1	0	1	2	1	3	1	0	1	2	2	0	0	0	0	0	0	3	0	4	2	0	1	1	1	0	1	0	ENSG00000241553.12	ARPC4
chr3:9797778-9800184	N_w	31	238	55	138	120	95	37	178	129	49	72	181	127	132	100	188	56	94	142	82	33	47	39	42	145	25	58	56	125	45	55	46	63	34	33	75	51	ENSG00000241553.12	ARPC4
chr3:9800068-9800184	N_w	0	0	0	2	3	0	1	2	0	1	0	3	0	5	3	3	1	4	1	1	0	0	0	2	2	1	7	1	6	3	10	3	7	2	0	2	11	ENSG00000241553.12	ARPC4
chr3:9800297-9801660	N_w	26	206	65	133	97	75	62	158	131	69	99	163	134	96	98	150	65	125	142	124	27	47	63	37	142	29	54	33	109	25	53	41	52	28	86	111	57	ENSG00000241553.12	ARPC4
chr3:9800297-9803842	N_w	2	7	0	4	4	0	2	8	5	1	9	2	0	0	4	1	1	4	3	4	1	1	1	1	1	0	1	0	2	1	4	1	0	3	0	0	1	ENSG00000241553.12	ARPC4
chr3:9801757-9803535	N_w	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	1	0	2	1	3	3	0	1	1	0	ENSG00000241553.12	ARPC4
chr3:9801757-9803842	N_w	40	257	100	151	145	76	104	146	143	80	181	133	150	105	146	229	86	164	182	137	39	58	53	73	150	34	140	69	151	28	152	62	82	133	115	86	113	ENSG00000241553.12	ARPC4
chr3:9803708-9803842	N_w	0	0	0	1	0	1	0	2	1	0	2	0	2	2	0	3	0	1	1	0	0	0	0	0	1	2	7	0	2	2	9	5	4	4	0	0	5	ENSG00000241553.12	ARPC4
chr3:9804014-9806209	N_w	115	295	206	268	189	152	145	403	275	135	273	277	216	146	255	269	140	267	243	173	97	150	207	142	263	95	226	167	356	79	157	83	131	184	167	266	128	ENSG00000241553.12	ARPC4
chr7:99326005-99333324	N_w	19	87	7	84	28	64	29	77	54	13	23	54	69	27	42	108	14	51	48	37	7	19	6	14	86	12	37	16	52	34	54	26	35	30	12	19	130	ENSG00000241685.9	ARPC1A
chr7:99326005-99338180	N_w	0	0	1	2	0	0	1	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	ENSG00000241685.9	ARPC1A
chr7:99333418-99338180	N_w	17	272	45	220	109	104	89	156	185	43	106	169	109	102	118	187	49	106	157	116	16	24	27	34	193	33	94	29	122	65	128	84	153	43	66	51	174	ENSG00000241685.9	ARPC1A
chr7:99338286-99344292	N_w	11	151	35	144	64	76	47	121	129	26	79	119	98	81	90	97	43	62	106	73	27	13	13	19	115	31	84	29	103	57	94	70	69	67	38	52	122	ENSG00000241685.9	ARPC1A
chr7:99344516-99348851	N_w	58	263	92	214	158	110	89	179	206	40	197	208	163	98	126	121	63	163	147	101	30	58	43	47	196	55	98	54	141	64	129	70	121	46	78	70	132	ENSG00000241685.9	ARPC1A
chr7:99344516-99353908	N_w	0	1	0	0	1	1	0	0	1	1	0	0	2	1	2	1	0	0	2	0	0	2	0	2	0	0	3	1	1	0	0	0	0	1	0	1	0	ENSG00000241685.9	ARPC1A
chr7:99348960-99349247	N_w	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99348960-99353908	N_w	27	101	34	51	43	33	28	43	65	11	86	50	16	38	28	28	14	42	54	38	16	16	31	20	61	11	24	15	29	18	37	17	31	14	26	33	35	ENSG00000241685.9	ARPC1A
chr7:99348960-99358339	N_w	0	0	1	1	0	0	0	3	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3	1	0	ENSG00000241685.9	ARPC1A
chr7:99349364-99353908	N_w	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	ENSG00000241685.9	ARPC1A
chr7:99354122-99358339	N_w	25	71	43	69	23	34	17	52	62	11	6	46	18	32	22	29	22	20	40	25	23	24	38	37	36	35	14	14	38	16	25	17	32	6	27	66	26	ENSG00000241685.9	ARPC1A
chr7:99358416-99359544	N_w	82	182	102	158	148	68	62	170	165	44	38	137	79	77	95	121	76	108	125	75	75	95	102	112	132	65	164	60	130	63	145	83	83	105	68	140	140	ENSG00000241685.9	ARPC1A
chr7:99359739-99363542	N_w	280	293	246	172	117	82	105	177	132	46	145	111	83	68	71	124	86	103	113	108	94	258	204	195	151	129	121	77	179	100	137	95	80	68	74	156	103	ENSG00000241685.9	ARPC1A
chr7:99359739-99365890	N_w	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	8	0	2	0	1	0	0	0	0	0	1	0	3	0	0	ENSG00000241685.9	ARPC1A
chr7:99360275-99363542	N_w	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	ENSG00000241685.9	ARPC1A
chr7:99363634-99365890	N_w	274	265	256	179	156	96	82	211	188	47	102	155	93	101	100	128	81	104	116	91	124	301	293	193	162	196	271	115	201	113	214	99	84	151	46	204	140	ENSG00000241685.9	ARPC1A
chr7:99363634-99365911	N_w	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	2	0	1	3	1	1	2	0	0	0	1	ENSG00000241685.9	ARPC1A
chr7:99365739-99365890	N_w	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	ENSG00000241685.9	ARPC1A
chr3:10115820-10118905	N_w	3	4	2	5	6	7	6	3	5	1	3	3	17	2	4	12	1	4	2	2	0	8	1	2	7	27	85	12	47	47	78	48	41	37	1	1	56	ENSG00000254999.3	BRK1
chr3:10115820-10125625	N_w	239	514	263	479	432	280	232	421	417	106	268	437	492	218	429	478	200	332	346	228	127	304	242	176	442	383	1042	276	527	369	874	557	367	516	179	248	552	ENSG00000254999.3	BRK1
chr3:10115820-10126268	N_w	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	4	0	5	0	ENSG00000254999.3	BRK1
chr3:10118971-10125611	N_w	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	2	11	1	4	0	0	0	4	ENSG00000254999.3	BRK1
chr3:10118971-10125625	N_w	6	12	4	7	7	5	7	16	13	6	20	6	8	2	5	12	5	4	3	1	1	8	2	4	10	42	153	13	62	55	178	74	59	85	2	5	56	ENSG00000254999.3	BRK1
